PrecoUnitario|Quantidade|Data:ALFA|Pais:ALFA|Cidade:ALFA|Empresa:ALFA|Cliente:ALFA|CEP:ALFA|Categoria:ALFA|Produto:ALFA
18,00|10|1998-02-10 00:00:00.000|Finland|Helsinki|Wilman Kala|WILMK|21240|1|Lakkalikööri
9,00|30|1998-02-10 00:00:00.000|Sweden|Bräcke|Folk och fä HB|FOLKO|S-844 67|5|Tunnbröd
28,50|30|1998-02-10 00:00:00.000|Sweden|Bräcke|Folk och fä HB|FOLKO|S-844 67|2|Sirop d'érable
15,00|50|1998-02-10 00:00:00.000|Sweden|Bräcke|Folk och fä HB|FOLKO|S-844 67|1|Outback Lager
15,00|10|1998-02-11 00:00:00.000|Argentina|Buenos Aires|Cactus Comidas para llevar|CACTU|1010|8|Röd Kaviar
14,00|25|1998-02-11 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|5|Singaporean Hokkien Fried Mee
20,00|20|1998-02-11 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|3|Maxilaku
7,45|32|1998-02-11 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|6|Tourtière
4,50|8|1998-02-12 00:00:00.000|USA|Portland|Lonesome Pine Restaurant|LONEP|97219|1|Guaraná Fantástica
10,00|40|1998-02-12 00:00:00.000|USA|San Francisco|Let's Stop N Shop|LETSS|94117|3|Sir Rodney's Scones
38,00|21|1998-02-12 00:00:00.000|USA|San Francisco|Let's Stop N Shop|LETSS|94117|5|Gnocchi di nonna Alice
21,05|12|1998-02-12 00:00:00.000|USA|San Francisco|Let's Stop N Shop|LETSS|94117|2|Louisiana Fiery Hot Pepper Sauce
19,00|20|1998-02-12 00:00:00.000|Belgium|Charleroi|Suprêmes délices|SUPRD|B-6000|1|Chang
4,50|12|1998-02-12 00:00:00.000|Belgium|Charleroi|Suprêmes délices|SUPRD|B-6000|1|Guaraná Fantástica
15,00|30|1998-02-12 00:00:00.000|Belgium|Charleroi|Suprêmes délices|SUPRD|B-6000|1|Outback Lager
13,00|25|1998-02-12 00:00:00.000|Belgium|Charleroi|Suprêmes délices|SUPRD|B-6000|2|Original Frankfurter grüne Soße
31,00|70|1998-02-13 00:00:00.000|Brazil|Rio de Janeiro|Hanari Carnes|HANAR|05454-876|8|Ikura
12,50|35|1998-02-13 00:00:00.000|Brazil|Rio de Janeiro|Hanari Carnes|HANAR|05454-876|4|Gorgonzola Telino
13,00|40|1998-02-13 00:00:00.000|Brazil|Rio de Janeiro|Hanari Carnes|HANAR|05454-876|2|Original Frankfurter grüne Soße
14,00|5|1998-02-13 00:00:00.000|Spain|Barcelona|Galería del gastrónomo|GALED|08022|3|NuNuCa Nuß-Nougat-Creme
19,00|20|1998-02-16 00:00:00.000|Spain|Sevilla|Godos Cocina Típica|GODOS|41101|1|Chang
12,50|18|1998-02-16 00:00:00.000|Spain|Sevilla|Godos Cocina Típica|GODOS|41101|3|Scottish Longbreads
21,00|40|1998-02-16 00:00:00.000|USA|Albuquerque|Rattlesnake Canyon Grocery|RATTC|87110|4|Queso Cabrales
263,50|40|1998-02-16 00:00:00.000|USA|Albuquerque|Rattlesnake Canyon Grocery|RATTC|87110|1|Côte de Blaye
39,00|15|1998-02-16 00:00:00.000|France|Nantes|Du monde entier|DUMON|44000|6|Alice Mutton
14,00|10|1998-02-16 00:00:00.000|France|Nantes|Du monde entier|DUMON|44000|1|Sasquatch Ale
9,65|14|1998-02-16 00:00:00.000|France|Nantes|Du monde entier|DUMON|44000|8|Jack's New England Clam Chowder
25,89|15|1998-02-17 00:00:00.000|Germany|Frankfurt a,M,|Lehmanns Marktstand|LEHMS|60528|8|Nord-Ost Matjeshering
55,00|40|1998-02-17 00:00:00.000|Belgium|Bruxelles|Maison Dewey|MAISD|B-1180|4|Raclette Courdavault
40,00|30|1998-02-18 00:00:00.000|Germany|Brandenburg|Königlich Essen|KOENE|14776|2|Northwoods Cranberry Sauce
4,50|10|1998-02-18 00:00:00.000|Germany|Brandenburg|Königlich Essen|KOENE|14776|1|Guaraná Fantástica
123,79|24|1998-02-18 00:00:00.000|Germany|Brandenburg|Königlich Essen|KOENE|14776|6|Thüringer Rostbratwurst
25,89|35|1998-02-18 00:00:00.000|Germany|Brandenburg|Königlich Essen|KOENE|14776|8|Nord-Ost Matjeshering
19,00|20|1998-02-18 00:00:00.000|Germany|Brandenburg|Königlich Essen|KOENE|14776|8|Inlagd Sill
6,00|28|1998-02-18 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|8|Konbu
36,00|50|1998-02-18 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|4|Gudbrandsdalsost
7,75|120|1998-02-18 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|1|Rhönbräu Klosterbier
4,50|110|1998-02-18 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|1|Guaraná Fantástica
18,00|45|1998-02-18 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|1|Chartreuse verte
18,40|91|1998-02-18 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|8|Boston Crab Meat
34,00|100|1998-02-18 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|4|Camembert Pierrot
9,50|15|1998-02-19 00:00:00.000|Belgium|Bruxelles|Maison Dewey|MAISD|B-1180|8|Rogede sild
38,00|16|1998-02-19 00:00:00.000|Belgium|Bruxelles|Maison Dewey|MAISD|B-1180|5|Gnocchi di nonna Alice
123,79|80|1998-02-19 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|6|Thüringer Rostbratwurst
25,89|36|1998-02-19 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|8|Nord-Ost Matjeshering
6,00|5|1998-02-20 00:00:00.000|Argentina|Buenos Aires|Océano Atlántico Ltda,|OCEAN|1010|8|Konbu
18,00|8|1998-02-20 00:00:00.000|Venezuela|Barquisimeto|LILA-Supermercado|LILAS|3508|1|Chartreuse verte
15,00|3|1998-02-20 00:00:00.000|Brazil|Resende|Wellington Importadora|WELLI|08737-363|1|Outback Lager
9,65|30|1998-02-23 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|8|Jack's New England Clam Chowder
21,50|30|1998-02-23 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|4|Flotemysost
24,00|30|1998-02-23 00:00:00.000|Sweden|Bräcke|Folk och fä HB|FOLKO|S-844 67|6|Pâté chinois
49,30|6|1998-02-23 00:00:00.000|Sweden|Bräcke|Folk och fä HB|FOLKO|S-844 67|3|Tarte au sucre
6,00|40|1998-02-24 00:00:00.000|Brazil|Rio de Janeiro|Hanari Carnes|HANAR|05454-876|8|Konbu
21,05|21|1998-02-24 00:00:00.000|Brazil|Rio de Janeiro|Hanari Carnes|HANAR|05454-876|2|Louisiana Fiery Hot Pepper Sauce
12,50|20|1998-02-24 00:00:00.000|Brazil|Rio de Janeiro|Hanari Carnes|HANAR|05454-876|3|Scottish Longbreads
13,25|15|1998-02-24 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|8|Escargots de Bourgogne
49,30|35|1998-02-24 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|3|Tarte au sucre
18,00|20|1998-02-24 00:00:00.000|Brazil|Resende|Wellington Importadora|WELLI|08737-363|1|Chai
28,50|15|1998-02-25 00:00:00.000|Poland|Warszawa|Wolski  Zajazd|WOLZA|01-012|2|Sirop d'érable
7,75|14|1998-02-25 00:00:00.000|France|Paris|Spécialités du monde|SPECD|75016|1|Rhönbräu Klosterbier
30,00|20|1998-02-26 00:00:00.000|Italy|Reggio Emilia|Reggiani Caseifici|REGGC|42100|7|Uncle Bob's Organic Dried Pears
7,00|14|1998-02-26 00:00:00.000|Italy|Reggio Emilia|Reggiani Caseifici|REGGC|42100|5|Filo Mix
30,00|12|1998-02-26 00:00:00.000|Norway|Stavern|Santé Gourmet|SANTG|4110|7|Uncle Bob's Organic Dried Pears
17,45|15|1998-02-26 00:00:00.000|Norway|Stavern|Santé Gourmet|SANTG|4110|3|Pavlova
9,65|5|1998-02-26 00:00:00.000|Norway|Stavern|Santé Gourmet|SANTG|4110|8|Jack's New England Clam Chowder
9,20|12|1998-02-26 00:00:00.000|Finland|Helsinki|Wilman Kala|WILMK|21240|3|Teatime Chocolate Biscuits
20,00|10|1998-02-26 00:00:00.000|Finland|Helsinki|Wilman Kala|WILMK|21240|3|Maxilaku
28,50|5|1998-02-26 00:00:00.000|Finland|Helsinki|Wilman Kala|WILMK|21240|2|Sirop d'érable
18,00|10|1998-02-26 00:00:00.000|Spain|Sevilla|Godos Cocina Típica|GODOS|41101|1|Chai
39,00|12|1998-02-26 00:00:00.000|Spain|Sevilla|Godos Cocina Típica|GODOS|41101|6|Alice Mutton
14,00|15|1998-02-26 00:00:00.000|Spain|Sevilla|Godos Cocina Típica|GODOS|41101|1|Laughing Lumberjack Lager
21,00|40|1998-02-26 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|4|Queso Cabrales
123,79|60|1998-02-26 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|6|Thüringer Rostbratwurst
22,00|30|1998-02-26 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|2|Chef Anton's Cajun Seasoning
2,50|40|1998-02-26 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|4|Geitost
13,25|15|1998-02-26 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|8|Escargots de Bourgogne
21,50|25|1998-02-27 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|4|Flotemysost
39,00|10|1998-02-27 00:00:00.000|Mexico|Mexico D,F,|Tortuga Restaurante|TORTU|05033|6|Alice Mutton
2,50|30|1998-02-27 00:00:00.000|Mexico|Mexico D,F,|Tortuga Restaurante|TORTU|05033|4|Geitost
7,45|10|1998-02-27 00:00:00.000|Mexico|Mexico D,F,|Tortuga Restaurante|TORTU|05033|6|Tourtière
17,45|6|1998-02-27 00:00:00.000|Argentina|Buenos Aires|Rancho grande|RANCH|1010|3|Pavlova
32,00|6|1998-02-27 00:00:00.000|Argentina|Buenos Aires|Rancho grande|RANCH|1010|4|Mascarpone Fabioli
19,50|20|1998-02-27 00:00:00.000|Argentina|Buenos Aires|Rancho grande|RANCH|1010|5|Ravioli Angelo
25,89|1|1998-03-02 00:00:00.000|Spain|Madrid|Romero y tomillo|ROMEY|28001|8|Nord-Ost Matjeshering
34,00|10|1998-03-02 00:00:00.000|Spain|Madrid|Romero y tomillo|ROMEY|28001|4|Camembert Pierrot
18,00|60|1998-03-02 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|1|Chai
34,00|25|1998-03-02 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|4|Camembert Pierrot
17,45|24|1998-03-02 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|3|Pavlova
14,00|24|1998-03-02 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|3|NuNuCa Nuß-Nougat-Creme
18,40|20|1998-03-02 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|8|Boston Crab Meat
16,25|24|1998-03-03 00:00:00.000|UK|London|Around the Horn|AROUT|WA1 1DP|3|Valkoinen suklaa
18,00|10|1998-03-03 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|1|Steeleye Stout
43,90|40|1998-03-03 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|2|Vegie-spread
39,00|15|1998-03-03 00:00:00.000|Brazil|Rio de Janeiro|Hanari Carnes|HANAR|05454-876|6|Alice Mutton
4,50|35|1998-03-03 00:00:00.000|Brazil|Rio de Janeiro|Hanari Carnes|HANAR|05454-876|1|Guaraná Fantástica
14,00|10|1998-03-03 00:00:00.000|France|Toulouse|La maison d'Asie|LAMAI|31000|5|Singaporean Hokkien Fried Mee
46,00|10|1998-03-03 00:00:00.000|France|Toulouse|La maison d'Asie|LAMAI|31000|1|Ipoh Coffee
14,00|24|1998-03-03 00:00:00.000|France|Toulouse|La maison d'Asie|LAMAI|31000|1|Laughing Lumberjack Lager
31,00|20|1998-03-04 00:00:00.000|Sweden|Luleå|Berglunds snabbköp|BERGS|S-958 22|8|Ikura
45,60|30|1998-03-04 00:00:00.000|Sweden|Luleå|Berglunds snabbköp|BERGS|S-958 22|7|Rössle Sauerkraut
7,75|6|1998-03-04 00:00:00.000|Sweden|Luleå|Berglunds snabbköp|BERGS|S-958 22|1|Rhönbräu Klosterbier
19,00|25|1998-03-04 00:00:00.000|Brazil|Rio de Janeiro|Hanari Carnes|HANAR|05454-876|8|Inlagd Sill
7,00|12|1998-03-04 00:00:00.000|Brazil|Rio de Janeiro|Hanari Carnes|HANAR|05454-876|5|Filo Mix
21,00|2|1998-03-04 00:00:00.000|Mexico|Mexico D,F,|Ana Trujillo Emparedados y helados|ANATR|05021|4|Queso Cabrales
6,00|10|1998-03-04 00:00:00.000|Mexico|Mexico D,F,|Ana Trujillo Emparedados y helados|ANATR|05021|8|Konbu
9,20|7|1998-03-04 00:00:00.000|Mexico|Mexico D,F,|Ana Trujillo Emparedados y helados|ANATR|05021|3|Teatime Chocolate Biscuits
34,80|10|1998-03-04 00:00:00.000|Mexico|Mexico D,F,|Ana Trujillo Emparedados y helados|ANATR|05021|4|Mozzarella di Giovanni
81,00|5|1998-03-05 00:00:00.000|France|Versailles|La corne d'abondance|LACOR|78000|3|Sir Rodney's Marmalade
7,00|5|1998-03-05 00:00:00.000|France|Versailles|La corne d'abondance|LACOR|78000|5|Filo Mix
18,00|20|1998-03-05 00:00:00.000|France|Versailles|La corne d'abondance|LACOR|78000|1|Lakkalikööri
9,50|5|1998-03-05 00:00:00.000|Spain|Barcelona|Galería del gastrónomo|GALED|08022|3|Zaanse koeken
18,00|5|1998-03-05 00:00:00.000|Spain|Barcelona|Galería del gastrónomo|GALED|08022|1|Lakkalikööri
10,00|60|1998-03-05 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|3|Sir Rodney's Scones
7,75|49|1998-03-05 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|1|Rhönbräu Klosterbier
13,00|15|1998-03-05 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|2|Original Frankfurter grüne Soße
10,00|36|1998-03-06 00:00:00.000|Belgium|Charleroi|Suprêmes délices|SUPRD|B-6000|3|Sir Rodney's Scones
43,90|25|1998-03-06 00:00:00.000|Belgium|Charleroi|Suprêmes délices|SUPRD|B-6000|3|Schoggi Schokolade
24,00|25|1998-03-06 00:00:00.000|Belgium|Charleroi|Suprêmes délices|SUPRD|B-6000|6|Pâté chinois
13,25|30|1998-03-06 00:00:00.000|Belgium|Charleroi|Suprêmes délices|SUPRD|B-6000|8|Escargots de Bourgogne
6,00|42|1998-03-06 00:00:00.000|Switzerland|Genève|Richter Supermarkt|RICSU|1203|8|Konbu
19,50|30|1998-03-06 00:00:00.000|Switzerland|Genève|Richter Supermarkt|RICSU|1203|5|Ravioli Angelo
17,45|30|1998-03-06 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|3|Pavlova
49,30|14|1998-03-06 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|3|Tarte au sucre
34,80|16|1998-03-06 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|4|Mozzarella di Giovanni
7,75|20|1998-03-06 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|1|Rhönbräu Klosterbier
32,80|2|1998-03-06 00:00:00.000|UK|Cowes|Island Trading|ISLAT|PO31 7PJ|6|Perth Pasties
28,50|30|1998-03-06 00:00:00.000|UK|Cowes|Island Trading|ISLAT|PO31 7PJ|2|Sirop d'érable
25,00|20|1998-03-09 00:00:00.000|Germany|Frankfurt a,M,|Lehmanns Marktstand|LEHMS|60528|2|Grandma's Boysenberry Spread
18,00|21|1998-03-09 00:00:00.000|Brazil|Resende|Wellington Importadora|WELLI|08737-363|1|Chai
62,50|4|1998-03-09 00:00:00.000|Brazil|Resende|Wellington Importadora|WELLI|08737-363|8|Carnarvon Tigers
9,00|8|1998-03-09 00:00:00.000|Brazil|Resende|Wellington Importadora|WELLI|08737-363|5|Tunnbröd
19,00|30|1998-03-09 00:00:00.000|USA|Eugene|Great Lakes Food Market|GREAL|97403|8|Inlagd Sill
45,60|8|1998-03-10 00:00:00.000|Argentina|Buenos Aires|Cactus Comidas para llevar|CACTU|1010|7|Rössle Sauerkraut
14,00|20|1998-03-10 00:00:00.000|Argentina|Buenos Aires|Cactus Comidas para llevar|CACTU|1010|1|Sasquatch Ale
6,00|20|1998-03-10 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|8|Konbu
46,00|24|1998-03-10 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|1|Ipoh Coffee
34,00|49|1998-03-10 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|4|Camembert Pierrot
21,50|35|1998-03-10 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|4|Flotemysost
19,00|10|1998-03-10 00:00:00.000|Italy|Bergamo|Magazzini Alimentari Riuniti|MAGAA|24100|1|Chang
14,00|40|1998-03-10 00:00:00.000|Italy|Bergamo|Magazzini Alimentari Riuniti|MAGAA|24100|1|Laughing Lumberjack Lager
30,00|8|1998-03-11 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|7|Uncle Bob's Organic Dried Pears
6,00|20|1998-03-11 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|8|Konbu
12,50|44|1998-03-11 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|4|Gorgonzola Telino
49,30|30|1998-03-11 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|3|Tarte au sucre
12,50|80|1998-03-11 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|3|Scottish Longbreads
34,80|50|1998-03-11 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|4|Mozzarella di Giovanni
20,00|28|1998-03-11 00:00:00.000|Italy|Reggio Emilia|Reggiani Caseifici|REGGC|42100|3|Maxilaku
6,00|15|1998-03-11 00:00:00.000|UK|London|B's Beverages|BSBEV|EC2 5NT|8|Konbu
21,00|21|1998-03-11 00:00:00.000|UK|London|B's Beverages|BSBEV|EC2 5NT|5|Gustaf's Knäckebröd
12,00|15|1998-03-11 00:00:00.000|UK|London|B's Beverages|BSBEV|EC2 5NT|8|Spegesild
21,00|5|1998-03-12 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|4|Queso Cabrales
19,45|18|1998-03-12 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|2|Gula Malacca
38,00|18|1998-03-12 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|5|Gnocchi di nonna Alice
6,00|20|1998-03-12 00:00:00.000|Germany|Leipzig|Morgenstern Gesundkost|MORGK|04179|8|Konbu
12,50|10|1998-03-12 00:00:00.000|Germany|Leipzig|Morgenstern Gesundkost|MORGK|04179|4|Gorgonzola Telino
31,00|25|1998-03-12 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|8|Ikura
4,50|25|1998-03-12 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|1|Guaraná Fantástica
13,00|40|1998-03-12 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|2|Original Frankfurter grüne Soße
55,00|4|1998-03-13 00:00:00.000|UK|London|B's Beverages|BSBEV|EC2 5NT|4|Raclette Courdavault
16,25|9|1998-03-13 00:00:00.000|Spain|Sevilla|Godos Cocina Típica|GODOS|41101|3|Valkoinen suklaa
53,00|40|1998-03-13 00:00:00.000|Spain|Sevilla|Godos Cocina Típica|GODOS|41101|7|Manjimup Dried Apples
24,00|4|1998-03-13 00:00:00.000|Spain|Sevilla|Godos Cocina Típica|GODOS|41101|6|Pâté chinois
25,00|12|1998-03-13 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|2|Grandma's Boysenberry Spread
31,00|30|1998-03-13 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|8|Ikura
39,00|6|1998-03-13 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|6|Alice Mutton
49,30|60|1998-03-13 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|3|Tarte au sucre
22,00|5|1998-03-16 00:00:00.000|Italy|Bergamo|Magazzini Alimentari Riuniti|MAGAA|24100|2|Chef Anton's Cajun Seasoning
2,50|15|1998-03-16 00:00:00.000|Switzerland|Genève|Richter Supermarkt|RICSU|1203|4|Geitost
9,65|6|1998-03-16 00:00:00.000|Switzerland|Genève|Richter Supermarkt|RICSU|1203|8|Jack's New England Clam Chowder
7,75|50|1998-03-16 00:00:00.000|Switzerland|Genève|Richter Supermarkt|RICSU|1203|1|Rhönbräu Klosterbier
25,00|16|1998-03-16 00:00:00.000|Germany|Berlin|Alfreds Futterkiste|ALFKI|12209|2|Grandma's Boysenberry Spread
45,60|2|1998-03-16 00:00:00.000|Germany|Berlin|Alfreds Futterkiste|ALFKI|12209|7|Rössle Sauerkraut
81,00|50|1998-03-16 00:00:00.000|UK|London|Around the Horn|AROUT|WA1 1DP|3|Sir Rodney's Marmalade
12,50|50|1998-03-16 00:00:00.000|UK|London|Around the Horn|AROUT|WA1 1DP|4|Gorgonzola Telino
17,45|28|1998-03-17 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|3|Pavlova
12,50|25|1998-03-17 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|4|Gorgonzola Telino
9,50|30|1998-03-17 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|8|Rogede sild
34,00|24|1998-03-17 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|4|Camembert Pierrot
7,75|12|1998-03-17 00:00:00.000|Sweden|Bräcke|Folk och fä HB|FOLKO|S-844 67|1|Rhönbräu Klosterbier
10,00|12|1998-03-17 00:00:00.000|Germany|Mannheim|Blauer See Delikatessen|BLAUS|68306|3|Sir Rodney's Scones
9,50|14|1998-03-17 00:00:00.000|Germany|Mannheim|Blauer See Delikatessen|BLAUS|68306|3|Zaanse koeken
53,00|8|1998-03-17 00:00:00.000|Germany|Mannheim|Blauer See Delikatessen|BLAUS|68306|7|Manjimup Dried Apples
25,89|30|1998-03-18 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|8|Nord-Ost Matjeshering
18,00|40|1998-03-18 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|1|Steeleye Stout
33,25|8|1998-03-18 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|5|Wimmers gute Semmelknödel
21,35|20|1998-03-18 00:00:00.000|Argentina|Buenos Aires|Océano Atlántico Ltda,|OCEAN|1010|2|Chef Anton's Gumbo Mix
30,00|6|1998-03-18 00:00:00.000|Argentina|Buenos Aires|Océano Atlántico Ltda,|OCEAN|1010|7|Uncle Bob's Organic Dried Pears
34,80|5|1998-03-18 00:00:00.000|Argentina|Buenos Aires|Océano Atlántico Ltda,|OCEAN|1010|4|Mozzarella di Giovanni
7,75|20|1998-03-18 00:00:00.000|Brazil|Campinas|Gourmet Lanchonetes|GOURL|04876-786|1|Rhönbräu Klosterbier
4,50|10|1998-03-19 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|1|Guaraná Fantástica
9,65|24|1998-03-19 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|8|Jack's New England Clam Chowder
7,00|6|1998-03-19 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|5|Filo Mix
18,00|60|1998-03-19 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|1|Lakkalikööri
30,00|45|1998-03-19 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|7|Uncle Bob's Organic Dried Pears
6,00|77|1998-03-19 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|8|Konbu
32,80|20|1998-03-19 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|6|Perth Pasties
36,00|9|1998-03-19 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|4|Gudbrandsdalsost
18,00|44|1998-03-19 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|1|Lakkalikööri
34,00|2|1998-03-19 00:00:00.000|Portugal|Lisboa|Furia Bacalhau e Frutos do Mar|FURIB|1675|4|Camembert Pierrot
62,50|6|1998-03-20 00:00:00.000|France|Paris|Spécialités du monde|SPECD|75016|8|Carnarvon Tigers
263,50|5|1998-03-20 00:00:00.000|France|Paris|Spécialités du monde|SPECD|75016|1|Côte de Blaye
36,00|10|1998-03-20 00:00:00.000|France|Paris|Spécialités du monde|SPECD|75016|4|Gudbrandsdalsost
53,00|16|1998-03-20 00:00:00.000|USA|Anchorage|Old World Delicatessen|OLDWO|99508|7|Manjimup Dried Apples
26,00|8|1998-03-20 00:00:00.000|Switzerland|Bern|Chop-suey Chinese|CHOPS|3012|8|Gravad lax
38,00|12|1998-03-20 00:00:00.000|Switzerland|Bern|Chop-suey Chinese|CHOPS|3012|5|Gnocchi di nonna Alice
49,30|12|1998-03-20 00:00:00.000|Switzerland|Bern|Chop-suey Chinese|CHOPS|3012|3|Tarte au sucre
9,20|12|1998-03-23 00:00:00.000|Germany|Münster|Toms Spezialitäten|TOMSP|44087|3|Teatime Chocolate Biscuits
20,00|40|1998-03-23 00:00:00.000|Germany|Münster|Toms Spezialitäten|TOMSP|44087|3|Maxilaku
38,00|30|1998-03-23 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|4|Queso Manchego La Pastora
4,50|30|1998-03-23 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|1|Guaraná Fantástica
33,25|4|1998-03-23 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|5|Wimmers gute Semmelknödel
12,00|9|1998-03-23 00:00:00.000|Brazil|Sao Paulo|Comércio Mineiro|COMMI|05432-043|8|Spegesild
7,00|40|1998-03-24 00:00:00.000|Spain|Madrid|Bólido Comidas preparadas|BOLID|28023|5|Filo Mix
123,79|14|1998-03-24 00:00:00.000|France|Nantes|France restauration|FRANR|44000|6|Thüringer Rostbratwurst
39,00|6|1998-03-24 00:00:00.000|France|Versailles|La corne d'abondance|LACOR|78000|6|Alice Mutton
2,50|7|1998-03-24 00:00:00.000|France|Versailles|La corne d'abondance|LACOR|78000|4|Geitost
31,23|5|1998-03-24 00:00:00.000|France|Versailles|La corne d'abondance|LACOR|78000|3|Gumbär Gummibärchen
9,65|6|1998-03-24 00:00:00.000|France|Versailles|La corne d'abondance|LACOR|78000|8|Jack's New England Clam Chowder
7,75|10|1998-03-24 00:00:00.000|France|Versailles|La corne d'abondance|LACOR|78000|1|Rhönbräu Klosterbier
43,90|10|1998-03-25 00:00:00.000|USA|Lander|Split Rail Beer & Ale|SPLIR|82520|2|Vegie-spread
